SOURCE,TITLE,BOOK,PART,AUTHOR,CHAPTER_NAME,CHAPTER_NUMBER,SPEAKER,TEXT_TYPE,TEXT,CHARACTERS,LOCATIONS,ARTIFACTS
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,"(1) A semi-magical personage, ultimately derived from a Valkyrie legend.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,"(2) She surrounded herself with a wall of flame, and vowed only to wed the hero who rode it – intending it to be Sigurd.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,"(3) The wall of flame is ridden by Sigurd, but under the appearance of Gunnar. The oath holds her. She comforts herself with the thought of Gunnar’s deed.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,(4) Her comfort fails and her pride is mortally wounded when she discovers that it was Sigurd after all who rode the flame: in addition she has been tricked into breaking her oath to wed the actual rider.,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,"(5) Her vengeance takes this form: she cannot have Sigurd now, and therefore she will destroy him (and so mortally wound Gudrún, the natural object of her hate); but she will by this very act avenge herself on Gunnar by involving him in a dreadful oath-breaking – so that after all is over, Sigurd dead, and she about to follow, she can turn and say, ‘Sigurd is pure of all such vileness, you Gunnar alone are shamed’ [this is the end of the Brot, echoed in stanzas IX.67–69 in the Lay].",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,"(6) To do this she lies terribly against Sigurd and herself. She accuses him of broken faith when he lay in her bed after the riding of the flame. This was her only means of getting Gunnar to slay him [see stanzas IX. 43, 46, and 49 of the Lay]. Later she reveals the truth [stanza 68, lines 5–8].",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,"The earlier manuscript material of the Upphaf is not easy to interpret. There are two versions, which are readily placed in sequence: these I will call for ease of reference text A and text B. The first, or text A, with the title Upphaf, has almost as many stanzas as the final form, but not all in the same order, and the wording constantly differing, if for the most part only slightly. The opening stanza is among those that underwent the most change to reach the final form:",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_POEM,"Ere the years there yawned yearless ages, without sand or sea silent, empty; Earth was not moulded nor arched Heaven: an abyss gaping without blade of grass.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,Stanza 4 (‘Unmarred their mirth. . .’) was not present. Stanza 13 (in text A stanza 12) reads:,,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_POEM,"The wolf for Óðinn at the world’s ending (> waits unsleeping), for Frey the fair flames of Surtur; the doom of Thór the Dragon beareth: all shall be ended and Earth perish.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,"Though not so marked in the manuscript, the words of the Sibyl clearly end here, and stanzas 14–15, in which the Sibyl speaks of the rôle of Sigurd at the Ragnarök, are here absent. Then follow in A stanzas 16–20 of the final text, the conclusion of the Upphaf, in which the Gods prepare for the Last Battle according to the prophecy, and ending with the words ‘for one they waited, / the World’s chosen’. In A at this point the meaning of those words is not explained. But in this version it is the stanzas 14–15 of the final form, absent here from the prophecy of the Sibyl, that form the conclusion of the Upphaf. The first reads:",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_POEM,"In Day of Doom he should deathless stand to die no more who had death tasted, the serpent-slayer. seed of Óðinn, the walls defending, the World’s chosen.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,"And the concluding stanza in text A is virtually the same as stanza 15 in the final form. Thus the prophecy concerning Sigurd is present in A, but not as the words of the Sibyl.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_CONTEXT,"And that is, I think, all I have to say (of my own) concerning the Elder Edda. There is the ancient measure and strophe in which most of it is written – in which our own poetry was once composed, and in which it still can be if one will learn the craft (not an easy one) – there is the background of the imagination of its poets; and though this is not a translation of an Eddaic poem it is just like one, and all its elements may be found in that book, most of them in the very first poem of all which deals directly with this very theme.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on VÖLSUNGAKVIÐA EN NÝJA,BY J.R.R. Tolkien,IX DEILD (Strife),IX,,TEXT_EXTRA,"Only the opening paragraphs of the paper are preserved, either because they were written on the same page as the last stanza of the poem and the rest was discarded, or because the paper never went beyond this point, at any rate in this form.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,GUÐRÚNARKVIÐA EN NÝJA eða DRÁP NIFLUNGA,BY J.R.R. Tolkien,GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_POEM,"Their bliss was over, their bale ended; but Gudrún’s grief ever grew the more. Life she hated, but life took not, witless wandering in woods alone. * Atli ariseth armies wielding; on the marches of the East his might waxeth. Goths he tramples, gold despoiling, his horsemen countless hasten westward. He, Budli’s son, blades remembers that of Budli’s brother were the bane of old; he, gold-greedy, grimhearted king, hath heard of the hoard on the Heath that lay. Of Fáfnir’s treasure fame was rumoured, that Niflungs held in Niflung-land; of Gudrún’s beauty gleaming-lovely; of Gjúki aged to his grave passing. * From mighty Mirkwood came message darkly: ‘Atli ariseth armies mustering. Hate awakens, hosts are arming; under horses’ hooves Hunland trembles!’ Gunnar spake then gloomy-hearted: Then spake Högni, haughty chieftain: Then spake Grímhild grey with wisdom: Gudrún they sought, grieving found her in woodland house weaving lonely; weaving wondrous webs bright-figured with woe tangled and with works of old. * Ódin she wrought old, blue-mantled; Loki lightfooted with locks of flame; the falls of Andvari framed of silver, the gold of Andvari she gleaming wove. The house of Völsung huge was timbered, the Tree there tossed tangled branches. There Grímnir’s gift gleaming brandished Sigmund standing stern unbending. The hall of Siggeir high was burning fire-encircled flame-devouréd. Signý stood there Sigmund greeting, fire about her, flame behind her. Shields of silver had the ship of Sigmund; wild the waves were, wind them twisted. Sailed there slowly Sinfjötli’s bier through stormy seas steered by Ódin. There Regin wrought by the red embers; there Gram was hammered amid gleaming sparks. High loomed the head of helméd dragon; under black belly there was blink of gold. Long lay the shadow of lone rider golden-harnessed Gram brandishing; sun-bright Sigurd seed of Völsung, on Grani riding into Gjúki’s courts. * Golden weregild Gunnar brought her, haughty Högni humbly bent him. Gudrún they hailed, Gunnar and Högni; head she turned not, hate still burned her. In came Grímhild guileful-hearted: Gudrún lifted her grieving eyes, dimmed with weeping, dark with mourning. Dark with wisdom, deep with purpose were Grímhild’s eyes gazing through her. Grímhild ‘Atli ariseth, armies wieldeth, king of Eastland’s countless peoples. His queen shall rule courts of splendour, over all women else on earth upraised.’ Gudrún ‘Of gold were the days, gold and silver, silver and golden, ere Sigurd came. A maid among maids in mirth walked I; only dreams and shadows, only dreams vexed me. A hart I dreamed high and golden: now is sped the shaft and spilled the blood. A wolf thou gavest me for woe’s comfort, in my brethren’s blood he bathed me red. I love them little, I believe them not, but my brethren’s blood is no boot for me. How shall husband heal me of harm I bear in hateful Hunland who am hopeless now?’ Grímhild ‘Thy brothers blame not! Brynhild wrought it, thy wrong and sorrow – it rues them sore. And dreams are but dreams, or else doom foretell; yet doom must be dreed, though dreams foreshow. Hungold is bright, Hunland is wide, Atli mightiest of earthly kings. And gold is healing, though grieve the heart; a queen’s bed better than one cold and bare!’ Gudrún ‘Why drivest me on with daunting eyes dire of purpose, doom forestalling? To Sigurd thou gavest me, to sorrow it turned; now leave me to rest, leave thy daughter!’ Grímhild ‘No rest for the living, no room for tears, who with pride and purpose oppose their fate! No rest I grant thee! My redes hearken, or rue for ever thou wert wrought on earth!’ Dark hung her eyes daunting Gudrún, deep and dreadful, dire with purpose. For no word she waited, wisdom knew she; forth went Grímhild from Gudrún’s side. * Of Gudrún’s beauty glad was Atli; of gold he dreamed him guarded darkly; of the serpent’s hoard that Sigurd left her, of the wife of Sigurd of women fairest. Bridal drank he blissful-hearted to Gudrún pale in gleaming robes. Oaths he swore them, to each her brothers, and lasting truce, league of kinship. Dark and splendid, dreadly builded, and echoing vast were Atli’s halls. Kings sat neath him, countless chieftains, and Hunnish horsemen harnessed grimly. High sat Gudrún Hunland’s mistress, cold lay Gudrún queen of Hunland. Her lord loved her, lovely was she; laughter she knew not, yet her limbs were white. But longer him lasted his lust of gold, the gold he dreamed him guarded darkly. The serpent’s treasure they sent it never, the Niflungs kept it in Niflung-land. Long he pondered, till lust swayed him; woes were wakened and wars of old. Long nights lying he looked on her; dark nights drowsing he dreamed of gold. Oaths he had uttered, evil he pondered; but his heart’s purpose was hidden under. Yet words he muttered in wandering sleep; Gudrún guessed them, gloom foreboding. A feast he fashioned, far proclaimed it; to high-builded halls his hosts were bidden; all kith and kindred called to greet him, to dealing of rings, drink and laughter. * On valiant horse Vingi swiftly, herald of Hunland, hasted westward. To Gunnar came he, Gjúking mighty, to halls of Rhineland high and golden. There drank they deep; dark they eyed him, Hun-speech hearing in their hall ringing. Cold fell his cry calling loudly under helm standing hailing Gunnar. Vingi ‘Atli hath sent me on errand speedy, on horse hasting through hoar forest. Gunnar he greeteth, Gunnar and Högni. Be blithe he bids you, to his boon hearken! A feast he fashions, fair he dights it, all kith and kindred calls to meet him. Rings will he deal, raiment costly, saddles silverlaid, and southern purple. Shields shall ye choose there and shirts of mail, spears smooth-shafted and splendid helms. Gifts will he give you, graven silver, gold-hilted swords, and goodly lands.’ His head bowed Gunnar to Högni speaking: Is there sword in the East that my sword matcheth? Are there helms in Hunland so high as ours? Are we lieges of Atli, lands receiving from Hun master? Högni answer!’ Högni ‘Of Gudrún I think – grim thoughts awake! A ring she hath sent me, a ring only. Wolf’s hair winds it, woven round it, wolves lie in wait at the way’s ending.’ Gunnar ‘Yet runes she sends me, runes of healing, words well-graven on wood to read; fast bids us fare to feast gladly, old woes forgetting and ancient wrong.’ * Gifts gave Gunnar, guerdon kingly; wine bade men bring to weary guest. Deep there drank they to day’s ending, doom they recked not; din resounded. In came Grímhild grey with wisdom, the runes she read, the written tokens. Her brows darkened boding evil; to Gunnar spake she grave and slowly. Grímhild ‘These runes I doubt: they are writ with cunning, strangely twisted, stained and darkened. There were others under, now overlaid – if I read them right they were runes of ill.’ Gunnar had drunken, to his guest turned he: Laughing said Vingi: I must haste away, so will hide it not, that Atli is old, but Erp is young. Thy sister’s son is but seven winters – strong hands he needs to steer his realm. In Gunnar hoped he for guide and help, of his sister’s son the safe keeper. He weened ye might wield his wide kingdom – ye are fallen afraid, and fear shadows.’ Högni him answered hard and scornful: Yet Atli I heard not too old for guile, war to ponder, or wealth to covet. And fey saith my thought: “Far lies the day ere Erp or Eitill after Atli rule!”’ But loud cried Gunnar laughing scornful, deep had he drunken darkly musing: Winds shall wander where wine we drank, but Gunnar will go Gudrún seeking. We fast shall follow thy feet, Vingi! Our horns shall be heard Hunland rousing.’ (From heavy heart then Högni answered:) Then vowed Vingi the venom-tonguéd – oaths he recked not, the oft forsworn: * Niflungs rode forth from Niflung-land; fast their journey, few went with them. Grímhild stood there grey and aged, dark eyes were dimmed death foreseeing. Their word was spoken, wills were hardened; fate drove them on, fey they parted. None might hinder near them thronging, lords nor wisemen; with a laugh they rode. Steeds went striding, stonefire glinted, rocks were ringing, roads resounding. In hoar forests harts were startled, over hill and valley hooves were beating. Over river rowed they roaring onward; oars were bending urged to breaking. Foam flew from prow, flashed and sparkled; at bank unbound the boats left they. In the hoar forest horns they sounded Hunland rousing; hooves were beating. Golden harness gleamed and sparkled; steeds came striding stung to madness. * From hill upon high halls they looked on, walls and watchtowers wondrous-builded. They were forest-girdled, fenced with spearmen; horses neighed there, helms were glinting. There was clamour in the courts, cold rang the steel; shafts were shaken, shields them answered. Gates found they barred, grim doors of iron: Högni smote them, hewed them fiercely. (Forth came Vingi the venom-tonguéd:) Högni ‘Heralds were holy – but unhallowed liar, thou shalt hang the first, and hell take thee!’ From the oak-branches with arms corded they hung him high in the Huns’ faces. Huns loud clamoured, hate was kindled; forth rushed they fell, fierce the onslaught. In battle blended Budlungs, Niflungs; blades were brandished, burst were helmets. Back they beat them broken-harnessed; to the doors they drove them – din was in the gates. In leaped Högni, held the gateway, hewed two-handed, hurled them backward. The few and fearless as a fire entered, as roaring flame, wrath devouring. Wolves sprang behind, the ways were reddened, the walls echoed, wailing filled them. Steep, stone-builded, the stair arose to dark doorways dreadly timbered. There Högni halted, hailed them loudly: Out came Atli, anger-clouded: That gold give me that is Gudrún’s right, that Sigurd conquered, the serpent’s treasure!’ Högni laughed then, on his hilts leaning; Gunnar glowering grimly answered. Gunnar ‘No gold from Gunnar shalt thou get for ever! Life canst thou take at latest end. Dear wilt thou buy it in dread barter of lords and lieges, lives uncounted!’ Atli ‘Fools the Niflungs, feud-forgetful; foul-stained their hands with friend-murder. Gudrún’s husband for Gudrún’s wrong a grim vengeance will gladly wreak.’ Gunnar ‘Here Gudrún spake not! Golden weregild she looks nor longs for – the lust is thine!’ Horns they sounded – hall-walls echoed – strode the stairway; stern their onslaught. The stones they stained with streaming blood; snaketonguéd arrows sang about them. Doors clanged backward, din resounded: Hunland’s champions hurled upon them. Hard were handstrokes, hewn were corslets, as on hundred anvils were hammers ringing. * In hall sat Gudrún at heart weary, from mood to mood her mind wavered. The din she hearkened, deadly crying, as back were beaten the Borgund-lords. Gudrún ‘Little I love them, long I hated! A wolf they gave me for woe’s comfort. Yet the wolf rends them, and woe is me! Woe worth the hour that of womb I came!’ Her hands she wrung on high standing, loud called she clear to lieges there: Who would love requite, who would lies disown, who remember misery by these masters wrought, arm now! arm now! aid the fearless betrayed and trapped by this troll-people!’ Atli sat there, anger burned him; yet murmurs mounted, men were rising. Goths were there many: griefs they remembered, wars in Mirkwood and wars of old. From the hall striding high they shouted, foes turned to friends fiercely greeted: ‘Goths and Niflungs our gods helping will hew the Huns to hell’s shadow!’ The few and fearless fiercely answered (their backs were driven to the builded walls): Of the Goths’ glory Gunnar sang there; of Iormunrek earth-shadowing king; of Angantýr and old battles, of Dylgja, Dúnheið, and Danpar’s walls. Forth went Högni, hate rekindled, his son Snævar at his side leaping. Hewn was Högni by a Hun chieftain; his shield was shorn in shards falling. Snævar they slew there, their swords stabbed him; he left his life laughing grimly. Högni wept not; from his hand the shield stooping lifted; strode then onward. The stairs they strode streaming redly; at dark doorways they dinned and hammered; into halls of Atli hewed a pathway; rushed in roaring, reeking-handed. Gudrún they greeted, Gunnar and Högni: Gudrún ‘If for wrongs ye wrought ruth now moves you, doom forestall not! This deed forego!’ Forth went Atli, anguish gnawed him; to Gudrún Högni said grim farewell: * Forth sent Atli his errand-riders; Hunland hearkened, hosts were arming. Gallowsfowl to gladden Goths and Niflungs from the hall they hurled the Hunnish corpses. Daylight grew dim, dark shadows walked in echoing halls that Atli loved. In need most dire the Niflung lords doom awaited; the doors were shut. Night lapped the world and noiseless town; under ashen moonlight the owls hooted. At guarded doorways Gunnar and Högni silent sat they sleepless waiting. First spake Högni: Gunnar answered: There is tramp of men torches bearing, clink of corslet, clank of armour. There is crying of ravens, cold howls the wolf, shields are shimmering, shafts uplifted.’ Gunnar & Högni ‘Wake now, wake now! War is kindled. Now helm to head, to hand the sword. Wake now, warriors, wielding glory! To wide Valhöll ways lie open.’ * At the dark doorways they dinned and hammered; there was clang of swords and crash of axes. The smiths of battle smote the anvils; sparked and splintered spears and helmets. In they hacked them, out they hurled them, bears assailing, boars defending. Stones and stairways streamed and darkened; day came dimly – the doors were held. Five days they fought few and dauntless; the doors were riven, dashed asunder. They barred them with bodies, bulwarks piling of Huns and Niflungs hewn and cloven. (Atli spoke then anguish mourning:) Woe and wailing in my wide kingdom! Where I feasted long are fell serpents. The proud pillars are purple-stained in the builded halls that Budli reared.’ Then Beiti spake there bale devising, the king’s counsellor – he was cunning-hearted: Fire still may tame these fell serpents, thy pillars be the pyre of these proud robbers!’ For the ruin and wrack wrath seized Atli; that shame he shirked not, shorn of glory. Flame-encircled fearless Niflungs in riven harness redly glinted. Iron-bolted walls, ancient timbers, creaked and smouldered, cracked and tumbled. There hot and smoking fell hissing embers, and plashed and sputtered in the pools of gore. Reek was round them, a rolling smoke; dank dripped their sweat – the doors were held. Their shields they raised over shattered helmets; they stamped the brands on streaming floors. Blacktongued with thirst blood there drank they; fell one by one on the ways to hell. Out burst the brethren blackhued, grisly, boars bleeding-tusked at bay at last. The Huns grasped them helmless, shieldless, bare and bleeding, with broken swords. As hounds affrighted Huns were crying; they were rent and riven by reeking hands. Necks were broken and knees sundered, ere the Borgund king was bound and thrown. Last fought Högni alone hopeless; his teeth tore them as they tied him down. The dust was bitten, the doom fallen, the Need of the Niflungs and their night was come. In dank prison dark and evil Högni hurled they; Huns him guarded. But Gunnar bound in Gudrún’s bower was flung at the feet of her frenzied lord. Atli ‘Too long have I looked for this last meeting, Budlung’s vengeance on Borgund lord. Here lies at last in lowly dust lordly Gunnar! Gudrún behold! Sigurd remember, and say me now, is it sweet to see him so sore avenged? In my serpent-pit snakes are waiting – they bite more bitter than blades of steel!’ Gunnar he trampled, Gudrún saw him: Atli ‘Let them give me the gold, the gleaming hoard, the serpent’s treasure that Sigurd conquered! The gold, the gold that grieves my dreams – if Gunnar will grant it, I will grant him thee!’ Gunnar ‘I will give thee the gold, goodly portion, the half yielding which I hold my own. Half hath Högni, my haughty brother; to his latest breath he will loose it not. Let heart of Högni at my hand be laid from breast bleeding with blades severed; then gold will I give, gold of serpents – all shall Atli eager take it!’ Gudrún ‘Yet Högni no less, mine hapless brother, I did beg from thee by those born of us!’ Out went Atli, evil he purposed; but wisemen bade him wary counsel. The queen fearing of cunning thought they; a thrall they seized and thrust in prison. * Hjalli the thrall ‘Woe worth the wiles and wars of kings, if my life I must lose in their luckless feud! The light of morning, labour daylong, fire at evening, too few my days!’ Huns ‘Hjalli, swineherd, thy heart give us!’ Shrilly shrieked he at the shining knife. They bared his breast, and bitter wailed he; ere the point pricked him he piercing cried. Högni heard him, to the Huns spake he: The heart then cut they from Hjalli’s bosom; to Gunnar bore it on golden dish: Gunnar ‘I hapless see here heart of craven. Högni hath not heart that trembles. Quivering lies it; quaked it swifter beating in baseborn breast ignoble.’ Loudly laughed he at life’s ending, when knife was come to Niflung lord. The heart they cut from Högni’s bosom; to Gunnar bore it on golden dish. Gunnar ‘I haughty see here heart undaunted. Högni held it, heart untrembling. Unshaken lies it, so shook it seldom beating in boldest breast of princes. Alone now living, Lord of Niflungs, the gold I hold and guard for ever! In hall nor heath nor hidden dungeon shall friend or foeman find it gleaming. Rhine shall rule it, rings and goblets, in weltering water wanly shining. In the deeps we cast it; dark it rolleth, as useless to man as of yore it proved! Cursed be Atli, king of evil, of glory naked, gold-bereavéd; gold-bereavéd, gold-tormented, murder-tainted, murder-haunted!’ Fires of madness flamed and started from eyes of Atli; anguish gnawed him: * There gleaming-eyed Gudrún waited; the heart within her hardened darkly. Grim mood took her, Grímhild’s daughter, ruthless hatred, wrath consuming. There grimly waited Gunnar naked; snakes were creeping silent round him. Teeth were poisoned, tongues were darting; in lidless eyes light was shining. A harp she sent him; his hands seized it, strong he smote it; strings were ringing. Wondering heard men words of triumph, song up-soaring from the serpents’ pit. There coldly creeping coiling serpents as stones were staring stilled, enchanted. There slowly swayed they, slumber whelmed them, as Gunnar sang of Gunnar’s pride. As voice in Valhöll valiant ringing the golden Gods he glorious named; of Ódin sang he, Ódin’s chosen, of Earth’s most mighty, of ancient kings. A huge adder hideous gleaming from stony hiding was stealing slow. Huns still heard him his harp thrilling, and doom of Hunland dreadly chanting. An ancient adder evil-swollen, to breast it bent and bitter stung him. Loud cried Gunnar life forsaking; harp fell silent, and heart was still. To the queen that cry came clear and piercing; aghast she sat in guarded bower. Erp and Eitill eager called she: dark their locks were, dark their glances. * Pyres they builded proud and stately; Hunland’s champions there high upraised. A pyre they builded on the plain standing; there naked lay the Niflung lords. Flames were mounting, fire was roaring, reek was swirling ringed with tumult. Smoke was fading, sunk was burning; windblown ashes were wafted cold. A hall was thronging, Huns were drinking the funeral feast of fallen men. Foes were vanquished, fire had burned them; now Atli was lord of East and West. Wealth he dealt there, wounds requiting, worthy weregild of warriors slain. Loud they praised him; long the drinking, wild grew the words of the wine-bemused. Gudrún came forth goblets bearing: Gudrún ‘Hail, O Hun-king, hear me speaking: My brethren are slain that I begged of thee. Erp and Eitill dost thou ask to look on? Ask no longer – their end hath come! Their hearts thou tastest with honey mingled, their blood was blent in the bowls I gave; those bowls their skulls bound with silver, their bones thy hounds have burst with teeth.’ There awful cries of anguish woke; their heads men hid their horror shrouding. Pale grew Atli, as one poison-sick, on his face crashed he fallen swooning. To bed they brought him in bower empty, laid him and left him to loathsome dream. Women were wailing, wolves were howling, hounds were baying the hornéd moon. In came Gudrún with ghastly eyes, darkly mantled, dire of purpose. Atli ‘Grímhild’s daughter ghastly-handed, hounds should tear thee and to hell send thee! Stoned and branded at the stake living thou shouldst burn and wither thou born of witch!’ Gudrún mocked him, gasping left him. Fires she kindled, flames she brandished; the house was roaring, hounds were yelping. Timbers crumbled, trees and rafters; there sank and died slaves and maidens. Smoke was swirling over sleeping town, light was lifted over land and tree. Women were weeping, wolves were yammering, hounds were howling in the Hun-kingdom. Thus Atli ended earth forsaking, to the Niflungs’ bane the night was come; of Völsung, Niflung, of vows broken, of woe and valour are the words ended. * While world lasteth shall the words linger, while men are mindful of the mighty days. The woe of Gudrún while world lasteth till end of days all shall hearken. Her mind wavered, her mood grew cold; her heart withered and hate sickened. Life she hated, yet life took not, witless wandering in the woods alone. Over wan rivers, over woods and forests, over rocks she roamed to the roaring sea. In the waves she cast her, the waves spurned her; by the waves sitting she woe bemoaned. Gudrún ‘Of gold were the days, gleaming silver, silver gleaming ere Sigurd came. A maid was I then, a maiden fair; only dreams vexed me, dreams of evil. Fell sorrows five hath fate sent me: they slew Sigurd, my sorrow greatest. In evil loathing to Atli me gave: too long lasting my life’s disease. The heart of Högni they hewed living: my heart it hardened, my hardest woe. Gunnar heard I in the grave crying: my grief most grim was that ghastly voice. My sons I slew seared with madness: keen it bites me most clinging woe. There sits beside me son nor daughter; the world is empty, the waves are cold. They slew Sigurd: my sorrow deepest, my life’s loathing, my life’s disease. Sigurd, Sigurd, on swift Grani lay saddle and bridle and seek for me! Rememberest thou what on marriage-bed in love we pledged, as we laid us down? – the light I would leave to look for thee, from hell thou wouldst ride and haste to me!’ In the waves she cast her, the waves took her; in the wan water her woe was drowned. While the world lasteth woe of Gudrún till the end of days all shall hearken. * Thus glory endeth, and gold fadeth, on noise and clamours the night falleth. Lift up your hearts, lords and maidens for the song of sorrow that was sung of old.","Gram,Horn,Grim",Mirkwood,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_CONTEXT,"In this commentary Guðrúnarkviða en Nýja is referred to as ‘the Lay of Gudrún’, or where no confusion is possible as ‘the Lay’, and Völsungakviða en Nýja as ‘the Lay of the Völsungs’. As there are no sections in this poem, references are made simply by the numbers of the stanzas.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_STORY,"The relation of the Lay of Gudrún to its ancient sources is not essentially different from that of the Lay of the Völsungs, but in this case the sources are very largely extant in the poems of the Edda, and the Völsunga Saga is of far less importance. In its content the Lay of Gudrún is essentially a complex interweaving of the Eddaic poems Atlakviða and Atlamál, together with some wholly independent developments.",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"3–4, 6 These stanzas echo in their language the verses that Gunnar sang when he first came to the halls of Gjúki, and use several of the same phrases: see the Lay of the Völsungs, VII.14–15 and notes. Gunnar was recalling the earlier wars of Goths and Huns (14), and the battles in which ‘the Borgund lords met Budli’s host’, and slew Budli’s brother (15).",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_EXTRA,"The compiler of the Codex Regius wrote a prose passage entitled Dráp Niflunga ‘The Slaying of the Niflungs’, evidently intended as an introduction to the poem that follows in the manuscript, which is Guðrúnarkviða en forna, the Old Lay of Gudrún. The passage begins thus:",,,
The Legend of Sigurd and Gudrun - J. R. R. Tolkien,THE LEGEND OF SIGURD AND GUDRÚN,,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,BY J.R.R. Tolkien,COMMENTARY on GUÐRÚNARKVIÐA EN NÝJA,IX,,TEXT_CONTEXT,"Gunnar and Högni seized all the gold, the patrimony of Fáfnir. At that time there was strife between the sons of Gjúki and Atli: he charged them with the death of Brynhild. This was how they were reconciled: they were to give him Gudrún in marriage – and they gave her a draught of oblivion to drink, before she would consent to be married to Atli.",,,
