Type,Text
TEXT_EXTRA,"14 Mirkwood: Not occurring in the Saga, the Norse name Myrkviðr, Anglicized as ‘Mirkwood’, was used of a dark boundary-forest, separating peoples, and is found in poems of the Edda in different applications; but it seems probable that in its origin it represented a memory in heroic legend of the great forest that divided the land of the Goths from the land of the Huns far off in the south and east. This is what the name means in the Eddaic poem Atlakviða, the Lay of Atli (Attila), whence its appearance here in the Lay."
TEXT_EXTRA,"Danpar: Like Mirkwood, this name is not found in the Saga, but occurs in Atlakviða and elsewhere in Old Norse poetry (see further the note to stanza 86 in the Lay of Gudrún). It is a survival of the Gothic name of the Russian river Dnieper."
TEXT_EXTRA,"15 ‘Borgund lords’: This expression occurs again in stanza 20. My father derived it from the notable words in a verse of the Atlakviða, where Gunnar is called vin Borgunda, lord of the Burgundians. Nowhere else in Norse is Gunnar recognised as a Burgundian, nor is the word found as the name of a people; but very remarkably the same expression is found in one of the fragments of the Old English poem Waldere, where Guðhere is called wine Burgenda. Both the Old Norse Gunnarr and the Old English Guðhere are descended from the name of the historical Burgundian king Gundahari, who was killed by the Huns in the year 437. For an account of the historical origins of the Gjúkings see Appendix A."
TEXT_EXTRA,"Budli’s brother: in the Saga the killing of the brother of King Budli, father of Atli and Brynhild, by the Gjúkings is mentioned at a later point in the narrative."
TEXT_EXTRA,"28 ‘and blind his eye’: Ódin had only one eye: according to the myth that he gave up one of his eyes as a pledge in order to gain a drink from the spring of Mímir, the water of wisdom at the root of the Tree of the World."
TEXT_EXTRA,"38 It is not said in the Lay as it is in the Saga that after drinking Grímhild’s potion Sigurd lost all memory of Brynhild: ‘he drained it laughing, / then sat unsmiling’; but the meaning is clear from IX.4."
TEXT_EXTRA,"39 ‘glamoured’: a word used in V.33 and 47: ‘enchanted’, in the sense of being brought under a spell."
CHAPTER_NAME,VIII SVIKIN BRYNHILDR (Brynhild Betrayed)
TEXT_EXTRA,"In the Saga the wedding of Sigurd to Gudrún follows, and the swearing of brotherhood between Sigurd and the sons of Gjúki (stanzas 7–10 in the Lay); it is said that by this time he had dwelt among the Gjúkings for two and a half years. After they were wedded Sigurd gave Gudrún some of Fáfnir’s heart to eat: see the note to V.46–48. They had a son named Sigmund."
UNKNOWN(p3),The story in the Saga of the refusal of Gunnar’s h
TEXT_POEM,An oath I uttered
TEXT_POEM,"for ever lasting,"
TEXT_POEM,"to wed but one,"
TEXT_POEM,the World’s chosen.
TEXT_EXTRA,"We must understand that in Brynhild’s thought the one who rides the fire must be ‘the World’s chosen’, and that is Sigurd; but it is Gunnar, and she is ‘sore troubled’, and in her doubt likened to a swan ‘on swaying seas’."
TEXT_EXTRA,"4 ‘dreed’ : submitted to, endured."
TEXT_EXTRA,17 In line 6 ‘thee’ refers to Gunnar; in line 8 ‘you’ is plural and refers to Gunnar and Sigurd.
TEXT_EXTRA,20 ‘rowel’: a spiked revolving disc at the end of a spur.
TEXT_EXTRA,"29 ‘meted’: allotted, apportioned."
CHAPTER_NAME,IX DEILD (Strife)
TEXT_EXTRA,"As I have said (p.221), the great lacuna in the Codex Regius caused the loss of all ancient Norse poetry for the central part of the legend of Sigurd. The manuscript does not take up again until near the end of a lay of Sigurd which is known as the Brot (af Sigurðarkviðu), the ‘Fragment’ (of a lay of Sigurd). Only some 20 stanzas of this poem are preserved, and these come late in the development of the tragedy, after ‘the quarrel of the queens’, as they washed their hair in the waters of the Rhine. My father noted that it can be seen from what is left of the Brot that there has been lost the greater part of ‘an old and very vigorous poem – for example the supreme vigour and economical force of"
TEXT_POEM,Mér hefir Sigurðr
TEXT_POEM,"selda eiða,"
TEXT_POEM,"eiða selda,"
TEXT_POEM,alla logna . . .’
TEXT_EXTRA,"These words of Gunnar’s come almost at the beginning of the preserved part of the Brot, and are closely echoed in the Lay, IX.46."
TEXT_EXTRA,"3–4 At the end of the feast of the bridal of Gunnar and Brynhild, according to the Saga, Sigurd remembered all his oaths to Brynhild, but he made no sign. There is no suggestion in the Saga of what is implied in stanza 3."
TEXT_EXTRA,"6–11 The quarrel between Brynhild and Gudrún when they washed their hair in the river follows the story as told by Snorri Sturluson and in the Saga, except in the matter of the rings that revealed the truth to Brynhild: see the note to 9–10. A long dialogue between Brynhild and Gudrún which follows in the Saga is eliminated in the Lay."
TEXT_EXTRA,"9–10 As I have noted earlier (p.231), in the Saga Sigurd in Gunnar’s form took the ring Andvaranaut from Brynhild and gave her another from Fáfnir’s hoard, whereas in the Lay, following Snorri Sturluson, this is reversed. So here, in Snorri’s words: ‘Gudrún laughed, and said: “You think that it was Gunnar who rode through the flickering fire? But I think that he who slept with you was the one who gave me this gold ring; but the gold ring which you wear on your hand and which you received as a wedding gift is called Andvaranaut; and I do not think that Gunnar got it on Gnitaheiði.”’ On Gnitaheiði see V.14."
TEXT_EXTRA,"12–20 Brynhild’s withdrawal to her bedchamber in black silence, lying like one dead, and her words with Gunnar when he came to her, derive in a general way from the Saga; but the long reproach that in the Saga she casts at him differs greatly from the equivalent passage in the Lay (stanzas 15–19). In the Saga she began, when at last prevailed upon by Gunnar to speak, by asking him: ‘What have you done with the ring I gave you, which king Budli gave me at our last parting, when you Gjúkings came to him and vowed to harry and burn unless you gained me?’ Then she said that Budli had given her two choices, to wed as he wished, or to lose all her wealth and his favour; and seeing that she could not strive with him she promised to wed the one who would ride through her fire on the horse Grani with Fáfnir’s hoard. This further confusion arising from the ‘doubled’ view of Brynhild is once again eliminated in the Lay, as are other details of the story in the Saga: the fettering of Brynhild by Högni after her threat to kill Gunnar, and her tearing of her tapestry apart."
TEXT_EXTRA,20 Lines 3–4: In the Saga Brynhild ordered the door of her chamber to be set open so that her lamentations could be heard far off.
TEXT_EXTRA,"21–34 The dialogue between Sigurd and Brynhild derives most of its elements from that in the Saga, but in the Lay it is much more compressed and coherent. In the Saga Brynhild does not curse Gudrún, and Sigurd does not say that he would even be willing to kill Gunnar."
TEXT_EXTRA,"26 In the Saga Brynhild said that she wondered at the man who came into her hall, and she thought that she recognised Sigurd’s eyes, but she could not see clearly because ‘her fortune was veiled’."
TEXT_EXTRA,27 Lines 7–8: see VIII.33 lines 3–4 and IX.10 lines 5–8.
TEXT_EXTRA,"29 Lines 1, 3: ‘Woe worth’: A curse upon; ‘Woe worth the while’: A curse upon the time. Again in stanzas 37, 50."
TEXT_EXTRA,"30 Lines 7–8: ‘I sat unsmiling, no sign making’: see IX.3–4."
TEXT_EXTRA,"35 Here in the Saga the writer quoted a verse from a poem that he called Sigurðarkviða, in which it is said that Sigurd’s grief was so great that the links of his mailshirt snapped. Of this verse my father remarked that he did not believe it to come from the same hand as the Brot, and so attributed it to the otherwise wholly lost ‘Sigurðarkviða en meiri’ (see p.234). In the Lay the extravagant idea is characteristically reduced."
TEXT_EXTRA,39–40 Stanzas 39 lines 5–8 and 40 lines 1–4 echo VIII.30.
TEXT_EXTRA,"39–50 Elements in the arrangement of dialogue are altered in the Lay, and the development set in a clearer light and sharper focus. Brynhild’s lie to Gunnar, that Sigurd had possessed her (43), leads to his words to Högni (46): ‘oaths he swore me, all belied them’, which are almost the first words of the Brot (see p.233)."
TEXT_EXTRA,"51–64 There were two distinct versions of the story of the murder of Sigurd, each represented in poems of the Edda. In the Brot he was slain out of doors, and Högni had a part in it (despite his perception that Brynhild had lied to Gunnar, which is seen in a verse of the Brot that is echoed in stanza 47 of the Lay); but in Sigurðarkviða en skamma and other poems he was slain by Gotthorm in his bed (see further pp.243–44). The compiler of the Codex Regius put in a prose note about this at the end of the Brot:"
TEXT_CONTEXT,"In this poem is told of the death of Sigurd, and here the story is that they slew him out of doors; but some say that they slew him within doors, in his bed, sleeping. But German men say that they slew him out in the forest; and so also it is told in Guðrúnarkviða en forna (the Old Lay of Gudrún) that Sigurd and the sons of Gjúki had ridden to the council place when he was slain. But all are agreed in this, that they broke their troth to him, and fell upon him when he was lying down and unprepared."
TEXT_EXTRA,"The Saga follows the story of his death as he slept in the house, and the Lay likewise adopts this version, but introduces (54–57) a brief episode in which Gotthorm encountered Sigurd as he hunted in the forest, and hailed him abusively – perhaps to give colour to what is said in the Saga, and repeated in stanzas 52–3 – that the diet of wolf and snake on which he was fed made him exceedingly bold and fierce."
TEXT_EXTRA,"51 Grímhild’s offspring: the author of the Saga regarded Gotthorm (Gottormr) as a full brother of Gunnar and Högni, and had Gunnar say that they should persuade Gotthorm to do the deed, because he was young and had sworn no oath. My father here followed a tradition, found in the poem Hyndluljóð, that Gotthorm was the half-brother of Gunnar and Högni, being ‘Grímhild’s offspring’; Snorri Sturluson, also, says that Gotthorm was Gjúki’s stepson."
TEXT_EXTRA,"58–59 In the Saga, Gotthorm went twice to Sigurd’s chamber in the morning, but Sigurd looked at him, and Gotthorm dared not attack him on account of his piercing gaze; when he came the third time Sigurd was asleep."
TEXT_EXTRA,"67–69 These stanzas echo the concluding verses of the Brot, which does not extend to the death of Brynhild."
TEXT_EXTRA,"73 In the Saga, following Sigurðarkviða en skamma, Brynhild dying foretold all the later history of Gudrún; this has no place in the Lay."
TEXT_EXTRA,"77 Lines 5–7 are an exact repetition of lines 3–5 in III.13, where the ‘son’s son’ is Sinfjötli, except that the reading there is Völsung, not Völsungs. The plural form here is clear, but may nonetheless be erroneous. On the form Valhöllu see the note to III.13."
TEXT_EXTRA,"77–82 The concluding passage is of course peculiar to the Lay. With stanzas 79–81 cf. Upphaf, the opening section of the Lay, stanzas 11, 14–15."
TEXT_EXTRA,"77–78 In a fragmentary poem of the tenth century on the death of the ferocious Eirik Blood-axe, son of King Harold Fairhair and brother of Hákon the Good (see the note on V.54) there is a remarkable image of the coming of an ‘Ódin hero’ to Valhöll. The poem opens with Ódin declaring that he has had a dream in which he was preparing Valhöll to receive a company of the slain. There is a great noise of many men approaching the hall, and Ódin calls on the dead heroes Sigmund and Sinfjötli to rise up quickly and go to meet the dead king who is coming, saying that he believes it to be Eirik."
TEXT_EXTRA,"Sigmund says to Ódin: ‘Why do you hope for Eirik, rather than for other kings?’ And the god replies: ‘Because he has reddened his sword in many lands.’"
TEXT_EXTRA,"Then Sigmund asks: ‘Why have you robbed him of victory, when you knew him to be brave?’ And Ódin answers: ‘Because it cannot be clearly known. . .’ – and then (at any rate as the text stands) he breaks off, and concludes: ‘The grey wolf is gazing at the dwellings of the Gods’ (see the commentary on the Upphaf (‘Beginning’), pp.185–86."
UNKNOWN(fm-1-1),Note on Brynhild
TEXT_EXTRA,"In what follows I set out, with minor editing, the content of some notes of my father’s, written very rapidly in soft pencil and difficult to read, on his interpretation of the tangled and contradictory narratives that constitute the tragedy of Sigurd and Brynhild, Gunnar and Gudrún. I will repeat here what I have said in my Foreword, that there is nothing in these or any other notes for his lectures on Old Norse literature that bears on the question of whether he had written, or intended to write, poems on the subject of the Völsung legend; but that views expressed in the lectures may illuminate, naturally enough, his treatment of the sources in his Lays."
UNKNOWN(p3),In my commentary on the last part of the Lay I ref
TEXT_EXTRA,"(1) A semi-magical personage, ultimately derived from a Valkyrie legend."
TEXT_EXTRA,"(2) She surrounded herself with a wall of flame, and vowed only to wed the hero who rode it – intending it to be Sigurd."
TEXT_EXTRA,"(3) The wall of flame is ridden by Sigurd, but under the appearance of Gunnar. The oath holds her. She comforts herself with the thought of Gunnar’s deed."
TEXT_EXTRA,(4) Her comfort fails and her pride is mortally wounded when she discovers that it was Sigurd after all who rode the flame: in addition she has been tricked into breaking her oath to wed the actual rider.
TEXT_EXTRA,"(5) Her vengeance takes this form: she cannot have Sigurd now, and therefore she will destroy him (and so mortally wound Gudrún, the natural object of her hate); but she will by this very act avenge herself on Gunnar by involving him in a dreadful oath-breaking – so that after all is over, Sigurd dead, and she about to follow, she can turn and say, ‘Sigurd is pure of all such vileness, you Gunnar alone are shamed’ [this is the end of the Brot, echoed in stanzas IX.67–69 in the Lay]."
TEXT_EXTRA,"(6) To do this she lies terribly against Sigurd and herself. She accuses him of broken faith when he lay in her bed after the riding of the flame. This was her only means of getting Gunnar to slay him [see stanzas IX. 43, 46, and 49 of the Lay]. Later she reveals the truth [stanza 68, lines 5–8]."
UNKNOWN(p3),That is why Áslaug is such a fatal addition in the
UNKNOWN(p3),My father did not discuss in these notes the devel
UNKNOWN(p3),"In conclusion, he wrote: There is nothing left for"
UNKNOWN(fm-1-1),Earlier Workings of Völsungakviða en nýja
TEXT_EXTRA,"The earlier manuscript material of the Upphaf is not easy to interpret. There are two versions, which are readily placed in sequence: these I will call for ease of reference text A and text B. The first, or text A, with the title Upphaf, has almost as many stanzas as the final form, but not all in the same order, and the wording constantly differing, if for the most part only slightly. The opening stanza is among those that underwent the most change to reach the final form:"
TEXT_POEM,Ere the years there yawned
TEXT_POEM,"yearless ages,"
TEXT_POEM,without sand or sea
TEXT_POEM,"silent, empty;"
TEXT_POEM,Earth was not moulded
TEXT_POEM,nor arched Heaven:
TEXT_POEM,an abyss gaping
TEXT_POEM,without blade of grass.
TEXT_EXTRA,Stanza 4 (‘Unmarred their mirth. . .’) was not present. Stanza 13 (in text A stanza 12) reads:
TEXT_POEM,The wolf for Óðinn
TEXT_POEM,"at the world’s ending (> waits unsleeping),"
TEXT_POEM,for Frey the fair
TEXT_POEM,flames of Surtur;
TEXT_POEM,the doom of Thór
TEXT_POEM,the Dragon beareth:
TEXT_POEM,all shall be ended
TEXT_POEM,and Earth perish.
TEXT_EXTRA,"Though not so marked in the manuscript, the words of the Sibyl clearly end here, and stanzas 14–15, in which the Sibyl speaks of the rôle of Sigurd at the Ragnarök, are here absent. Then follow in A stanzas 16–20 of the final text, the conclusion of the Upphaf, in which the Gods prepare for the Last Battle according to the prophecy, and ending with the words ‘for one they waited, / the World’s chosen’. In A at this point the meaning of those words is not explained. But in this version it is the stanzas 14–15 of the final form, absent here from the prophecy of the Sibyl, that form the conclusion of the Upphaf. The first reads:"
TEXT_POEM,In Day of Doom
TEXT_POEM,he should deathless stand
TEXT_POEM,to die no more
TEXT_POEM,"who had death tasted,"
TEXT_POEM,the serpent-slayer.
TEXT_POEM,"seed of Óðinn,"
TEXT_POEM,"the walls defending,"
TEXT_POEM,the World’s chosen.
TEXT_EXTRA,"And the concluding stanza in text A is virtually the same as stanza 15 in the final form. Thus the prophecy concerning Sigurd is present in A, but not as the words of the Sibyl."
TEXT_CONTEXT,"And that is, I think, all I have to say (of my own) concerning the Elder Edda. There is the ancient measure and strophe in which most of it is written – in which our own poetry was once composed, and in which it still can be if one will learn the craft (not an easy one) – there is the background of the imagination of its poets; and though this is not a translation of an Eddaic poem it is just like one, and all its elements may be found in that book, most of them in the very first poem of all which deals directly with this very theme."
TEXT_EXTRA,"Only the opening paragraphs of the paper are preserved, either because they were written on the same page as the last stanza of the poem and the rest was discarded, or because the paper never went beyond this point, at any rate in this form."
PART,GUÐRÚNARKVIÐA EN NÝJA eða DRÁP NIFLUNGA
CHAPTER_NAME,GUÐRÚNARKVIÐA EN NÝJA
UNKNOWN(other1),"1 Smoke had faded, sunk was burning; windblown ash"
UNKNOWN(tp),
UNKNOWN(tp),2
TEXT_POEM,"Their bliss was over, their bale ended; but Gudrún’s grief ever grew the more. Life she hated, but life took not, witless wandering in woods alone."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),3
TEXT_POEM,"Atli ariseth armies wielding; on the marches of the East his might waxeth. Goths he tramples, gold despoiling, his horsemen countless hasten westward."
UNKNOWN(tp),
UNKNOWN(tp),4
TEXT_POEM,"He, Budli’s son, blades remembers that of Budli’s brother were the bane of old; he, gold-greedy, grimhearted king, hath heard of the hoard on the Heath that lay."
UNKNOWN(tp),
UNKNOWN(tp),5
TEXT_POEM,"Of Fáfnir’s treasure fame was rumoured, that Niflungs held in Niflung-land; of Gudrún’s beauty gleaming-lovely; of Gjúki aged to his grave passing."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),6
TEXT_POEM,"From mighty Mirkwood came message darkly: ‘Atli ariseth armies mustering. Hate awakens, hosts are arming; under horses’ hooves Hunland trembles!’"
UNKNOWN(tp),
UNKNOWN(tp),7
TEXT_POEM,Gunnar spake then gloomy-hearted:
UNKNOWN(tp),
UNKNOWN(tp),8
TEXT_POEM,"Then spake Högni, haughty chieftain:"
UNKNOWN(tp),
UNKNOWN(tp),9
TEXT_POEM,Then spake Grímhild grey with wisdom:
UNKNOWN(tp),
UNKNOWN(tp),10
TEXT_POEM,"Gudrún they sought, grieving found her in woodland house weaving lonely; weaving wondrous webs bright-figured with woe tangled and with works of old."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),11
TEXT_POEM,"Ódin she wrought old, blue-mantled; Loki lightfooted with locks of flame; the falls of Andvari framed of silver, the gold of Andvari she gleaming wove."
UNKNOWN(tp),
UNKNOWN(tp),12
TEXT_POEM,"The house of Völsung huge was timbered, the Tree there tossed tangled branches. There Grímnir’s gift gleaming brandished Sigmund standing stern unbending."
UNKNOWN(tp),
UNKNOWN(tp),13
TEXT_POEM,"The hall of Siggeir high was burning fire-encircled flame-devouréd. Signý stood there Sigmund greeting, fire about her, flame behind her."
UNKNOWN(tp),
UNKNOWN(tp),14
TEXT_POEM,"Shields of silver had the ship of Sigmund; wild the waves were, wind them twisted. Sailed there slowly Sinfjötli’s bier through stormy seas steered by Ódin."
UNKNOWN(tp),
UNKNOWN(tp),15
TEXT_POEM,There Regin wrought by the red embers; there Gram was hammered amid gleaming sparks. High loomed the head of helméd dragon; under black belly there was blink of gold.
UNKNOWN(tp),
UNKNOWN(tp),16
TEXT_POEM,"Long lay the shadow of lone rider golden-harnessed Gram brandishing; sun-bright Sigurd seed of Völsung, on Grani riding into Gjúki’s courts."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),17
TEXT_POEM,"Golden weregild Gunnar brought her, haughty Högni humbly bent him. Gudrún they hailed, Gunnar and Högni; head she turned not, hate still burned her."
UNKNOWN(tp),
UNKNOWN(tp),18
TEXT_POEM,In came Grímhild guileful-hearted:
UNKNOWN(tp),
UNKNOWN(tp),19
TEXT_POEM,"Gudrún lifted her grieving eyes, dimmed with weeping, dark with mourning. Dark with wisdom, deep with purpose were Grímhild’s eyes gazing through her."
TEXT_POEM,Grímhild
UNKNOWN(tp),20
TEXT_POEM,"‘Atli ariseth, armies wieldeth, king of Eastland’s countless peoples. His queen shall rule courts of splendour, over all women else on earth upraised.’"
TEXT_POEM,Gudrún
UNKNOWN(tp),21
TEXT_POEM,"‘Of gold were the days, gold and silver, silver and golden, ere Sigurd came. A maid among maids in mirth walked I; only dreams and shadows, only dreams vexed me."
UNKNOWN(tp),
UNKNOWN(tp),22
TEXT_POEM,"A hart I dreamed high and golden: now is sped the shaft and spilled the blood. A wolf thou gavest me for woe’s comfort, in my brethren’s blood he bathed me red."
UNKNOWN(tp),
UNKNOWN(tp),23
TEXT_POEM,"I love them little, I believe them not, but my brethren’s blood is no boot for me. How shall husband heal me of harm I bear in hateful Hunland who am hopeless now?’"
TEXT_POEM,Grímhild
UNKNOWN(tp),24
TEXT_POEM,"‘Thy brothers blame not! Brynhild wrought it, thy wrong and sorrow – it rues them sore. And dreams are but dreams, or else doom foretell; yet doom must be dreed, though dreams foreshow."
UNKNOWN(tp),
UNKNOWN(tp),25
TEXT_POEM,"Hungold is bright, Hunland is wide, Atli mightiest of earthly kings. And gold is healing, though grieve the heart; a queen’s bed better than one cold and bare!’"
TEXT_POEM,Gudrún
UNKNOWN(tp),26
TEXT_POEM,"‘Why drivest me on with daunting eyes dire of purpose, doom forestalling? To Sigurd thou gavest me, to sorrow it turned; now leave me to rest, leave thy daughter!’"
TEXT_POEM,Grímhild
UNKNOWN(tp),27
TEXT_POEM,"‘No rest for the living, no room for tears, who with pride and purpose oppose their fate! No rest I grant thee! My redes hearken, or rue for ever thou wert wrought on earth!’"
UNKNOWN(tp),
UNKNOWN(tp),28
TEXT_POEM,"Dark hung her eyes daunting Gudrún, deep and dreadful, dire with purpose. For no word she waited, wisdom knew she; forth went Grímhild from Gudrún’s side."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),29
TEXT_POEM,"Of Gudrún’s beauty glad was Atli; of gold he dreamed him guarded darkly; of the serpent’s hoard that Sigurd left her, of the wife of Sigurd of women fairest."
UNKNOWN(tp),
UNKNOWN(tp),30
TEXT_POEM,"Bridal drank he blissful-hearted to Gudrún pale in gleaming robes. Oaths he swore them, to each her brothers, and lasting truce, league of kinship."
UNKNOWN(tp),
UNKNOWN(tp),31
TEXT_POEM,"Dark and splendid, dreadly builded, and echoing vast were Atli’s halls. Kings sat neath him, countless chieftains, and Hunnish horsemen harnessed grimly."
UNKNOWN(tp),
UNKNOWN(tp),32
TEXT_POEM,"High sat Gudrún Hunland’s mistress, cold lay Gudrún queen of Hunland. Her lord loved her, lovely was she; laughter she knew not, yet her limbs were white."
UNKNOWN(tp),
UNKNOWN(tp),33
TEXT_POEM,"But longer him lasted his lust of gold, the gold he dreamed him guarded darkly. The serpent’s treasure they sent it never, the Niflungs kept it in Niflung-land."
UNKNOWN(tp),
UNKNOWN(tp),34
TEXT_POEM,"Long he pondered, till lust swayed him; woes were wakened and wars of old. Long nights lying he looked on her; dark nights drowsing he dreamed of gold."
UNKNOWN(tp),
UNKNOWN(tp),35
TEXT_POEM,"Oaths he had uttered, evil he pondered; but his heart’s purpose was hidden under. Yet words he muttered in wandering sleep; Gudrún guessed them, gloom foreboding."
UNKNOWN(tp),
UNKNOWN(tp),36
TEXT_POEM,"A feast he fashioned, far proclaimed it; to high-builded halls his hosts were bidden; all kith and kindred called to greet him, to dealing of rings, drink and laughter."
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),37
TEXT_POEM,"On valiant horse Vingi swiftly, herald of Hunland, hasted westward. To Gunnar came he, Gjúking mighty, to halls of Rhineland high and golden."
UNKNOWN(tp),
UNKNOWN(tp),38
TEXT_POEM,"There drank they deep; dark they eyed him, Hun-speech hearing in their hall ringing. Cold fell his cry calling loudly under helm standing hailing Gunnar."
TEXT_POEM,Vingi
UNKNOWN(tp),39
TEXT_POEM,"‘Atli hath sent me on errand speedy, on horse hasting through hoar forest. Gunnar he greeteth, Gunnar and Högni. Be blithe he bids you, to his boon hearken!"
UNKNOWN(tp),
UNKNOWN(tp),40
TEXT_POEM,"A feast he fashions, fair he dights it, all kith and kindred calls to meet him. Rings will he deal, raiment costly, saddles silverlaid, and southern purple."
UNKNOWN(tp),
UNKNOWN(tp),41
TEXT_POEM,"Shields shall ye choose there and shirts of mail, spears smooth-shafted and splendid helms. Gifts will he give you, graven silver, gold-hilted swords, and goodly lands.’"
UNKNOWN(tp),
UNKNOWN(tp),42
TEXT_POEM,His head bowed Gunnar to Högni speaking:
UNKNOWN(tp),
UNKNOWN(tp),43
TEXT_POEM,"Is there sword in the East that my sword matcheth? Are there helms in Hunland so high as ours? Are we lieges of Atli, lands receiving from Hun master? Högni answer!’"
TEXT_POEM,Högni
UNKNOWN(tp),44
TEXT_POEM,"‘Of Gudrún I think – grim thoughts awake! A ring she hath sent me, a ring only. Wolf’s hair winds it, woven round it, wolves lie in wait at the way’s ending.’"
TEXT_POEM,Gunnar
UNKNOWN(tp),45
TEXT_POEM,"‘Yet runes she sends me, runes of healing, words well-graven on wood to read; fast bids us fare to feast gladly, old woes forgetting and ancient wrong.’"
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),46
TEXT_POEM,"Gifts gave Gunnar, guerdon kingly; wine bade men bring to weary guest. Deep there drank they to day’s ending, doom they recked not; din resounded."
UNKNOWN(tp),
UNKNOWN(tp),47
TEXT_POEM,"In came Grímhild grey with wisdom, the runes she read, the written tokens. Her brows darkened boding evil; to Gunnar spake she grave and slowly."
TEXT_POEM,Grímhild
UNKNOWN(tp),48
TEXT_POEM,"‘These runes I doubt: they are writ with cunning, strangely twisted, stained and darkened. There were others under, now overlaid – if I read them right they were runes of ill.’"
UNKNOWN(tp),
UNKNOWN(tp),49
TEXT_POEM,"Gunnar had drunken, to his guest turned he:"
UNKNOWN(tp),
UNKNOWN(tp),50
TEXT_POEM,Laughing said Vingi:
UNKNOWN(tp),
UNKNOWN(tp),51
TEXT_POEM,"I must haste away, so will hide it not, that Atli is old, but Erp is young. Thy sister’s son is but seven winters – strong hands he needs to steer his realm."
UNKNOWN(tp),
UNKNOWN(tp),52
TEXT_POEM,"In Gunnar hoped he for guide and help, of his sister’s son the safe keeper. He weened ye might wield his wide kingdom – ye are fallen afraid, and fear shadows.’"
UNKNOWN(tp),
UNKNOWN(tp),53
TEXT_POEM,Högni him answered hard and scornful:
UNKNOWN(tp),
UNKNOWN(tp),54
TEXT_POEM,"Yet Atli I heard not too old for guile, war to ponder, or wealth to covet. And fey saith my thought: “Far lies the day ere Erp or Eitill after Atli rule!”’"
UNKNOWN(tp),
UNKNOWN(tp),55
TEXT_POEM,"But loud cried Gunnar laughing scornful, deep had he drunken darkly musing:"
UNKNOWN(tp),
UNKNOWN(tp),56
TEXT_POEM,"Winds shall wander where wine we drank, but Gunnar will go Gudrún seeking. We fast shall follow thy feet, Vingi! Our horns shall be heard Hunland rousing.’"
UNKNOWN(tp),
UNKNOWN(tp),57
TEXT_POEM,(From heavy heart then Högni answered:)
UNKNOWN(tp),
UNKNOWN(tp),58
TEXT_POEM,"Then vowed Vingi the venom-tonguéd – oaths he recked not, the oft forsworn:"
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),59
TEXT_POEM,"Niflungs rode forth from Niflung-land; fast their journey, few went with them. Grímhild stood there grey and aged, dark eyes were dimmed death foreseeing."
UNKNOWN(tp),
UNKNOWN(tp),60
TEXT_POEM,"Their word was spoken, wills were hardened; fate drove them on, fey they parted. None might hinder near them thronging, lords nor wisemen; with a laugh they rode."
UNKNOWN(tp),
UNKNOWN(tp),61
TEXT_POEM,"Steeds went striding, stonefire glinted, rocks were ringing, roads resounding. In hoar forests harts were startled, over hill and valley hooves were beating."
UNKNOWN(tp),
UNKNOWN(tp),62
TEXT_POEM,"Over river rowed they roaring onward; oars were bending urged to breaking. Foam flew from prow, flashed and sparkled; at bank unbound the boats left they."
UNKNOWN(tp),
UNKNOWN(tp),63
TEXT_POEM,In the hoar forest horns they sounded Hunland rousing; hooves were beating. Golden harness gleamed and sparkled; steeds came striding stung to madness.
TEXT_POEM,*
UNKNOWN(tp),
UNKNOWN(tp),64
TEXT_POEM,"From hill upon high halls they looked on, walls and watchtowers wondrous-builded. They were forest-girdled, fenced with spearmen; horses neighed there, helms were glinting."
UNKNOWN(tp),
UNKNOWN(tp),65
TEXT_POEM,"There was clamour in the courts, cold rang the steel; shafts were shaken, shields them answered. Gates found they barred, grim doors of iron: Högni smote them, hewed them fiercely."
UNKNOWN(tp),
UNKNOWN(tp),66
TEXT_POEM,(Forth came Vingi the venom-tonguéd:)
TEXT_POEM,Högni
UNKNOWN(tp),67
TEXT_POEM,"‘Heralds were holy – but unhallowed liar, thou shalt hang the first, and hell take thee!’ From the oak-branches with arms corded they hung him high in the Huns’ faces."
UNKNOWN(tp),
UNKNOWN(tp),68
TEXT_POEM,"Huns loud clamoured, hate was kindled; forth rushed they fell, fierce the onslaught. In battle blended Budlungs, Niflungs; blades were brandished, burst were helmets."
UNKNOWN(tp),
UNKNOWN(tp),69
TEXT_POEM,"Back they beat them broken-harnessed; to the doors they drove them – din was in the gates. In leaped Högni, held the gateway, hewed two-handed, hurled them backward."
UNKNOWN(tp),
UNKNOWN(tp),70
TEXT_POEM,"The few and fearless as a fire entered, as roaring flame, wrath devouring. Wolves sprang behind, the ways were reddened, the walls echoed, wailing filled them."
UNKNOWN(tp),
UNKNOWN(tp),71
TEXT_POEM,"Steep, stone-builded, the stair arose to dark doorways dreadly timbered. There Högni halted, hailed them loudly:"
UNKNOWN(tp),
UNKNOWN(tp),72
TEXT_POEM,"Out came Atli, anger-clouded:"
