Type,Text
TEXT_STORY,"Now the guests were ready, and they drank the stirrup-cup, and with great praise and friendship they departed, and came at length to Helm’s Deep, and there they rested two days. Then Legolas repaid his promise to Gimli and went with him to the Glittering Caves; and when they returned he was silent, and would say only that Gimli alone could find fit words to speak of them. ‘And never before has a Dwarf claimed a victory over an Elf in a contest of words,’ said he. ‘Now therefore let us go to Fangorn and set the score right!’"
TEXT_STORY,"Then Treebeard said farewell to each of them in turn, and he bowed three times slowly and with great reverence to Celeborn and Galadriel. ‘It is long, long since we met by stock or by stone, A vanimar, vanimálion nostari!’ he said. ‘It is sad that we should meet only thus at the ending. For the world is changing: I feel it in the water, I feel it in the earth, and I smell it in the air. I do not think we shall meet again.’"
TEXT_STORY,"The travellers now rode with more speed, and they made their way towards the Gap of Rohan; and Aragorn took leave of them at last close to that very place where Pippin had looked into the Stone of Orthanc. The Hobbits were grieved at this parting; for Aragorn had never failed them and he had been their guide through many perils."
TEXT_STORY,"Soon the dwindling company, following the Isen, turned west and rode through the Gap into the waste lands beyond, and then they turned northwards, and passed over the borders of Dunland. The Dunlendings fled and hid themselves, for they were afraid of Elvish folk, though few indeed ever came to their country; but the travellers did not heed them, for they were still a great company and were well provided with all that they needed; and they went on their way at their leisure, setting up their tents when they would."
TEXT_STORY,"After the celebration of Bilbo’s birthday the four hobbits stayed in Rivendell for some days, and they sat much with their old friend, who spent most of his time now in his room, except at meals. For these he was still very punctual as a rule, and he seldom failed to wake up in time for them. Sitting round the fire they told him in turn all that they could remember of their journeys and adventures. At first he pretended to take some notes; but he often fell asleep; and when he woke he would say: ‘How splendid! How wonderful! But where were we?’ Then they went on with the story from the point where he had begun to nod."
TEXT_STORY,"When nearly a fortnight had passed Frodo looked out of his window and saw that there had been a frost in the night, and the cobwebs were like white nets. Then suddenly he knew that he must go, and say good-bye to Bilbo. The weather was still calm and fair, after one of the most lovely summers that people could remember; but October had come, and it must break soon and begin to rain and blow again. And there was still a very long way to go. Yet it was not really the thought of the weather that stirred him. He had a feeling that it was time he went back to the Shire. Sam shared it. Only the night before he had said:"
TEXT_POEM,The Road goes ever on and on
TEXT_POEM,Out from the door where it began.
TEXT_POEM,"Now far ahead the Road has gone,"
TEXT_POEM,Let others follow it who can!
TEXT_POEM,"Let them a journey new begin,"
TEXT_POEM,But I at last with weary feet
TEXT_POEM,"Will turn towards the lighted inn,"
TEXT_POEM,My evening-rest and sleep to meet.’
TEXT_STORY,"The evening deepened in the room, and the firelight burned brighter; and they looked at Bilbo as he slept and saw that his face was smiling. For some time they sat in silence; and then Sam looking round at the room and the shadows flickering on the walls, said softly:"
TEXT_STORY,"The next day Gandalf and the hobbits took leave of Bilbo in his room, for it was cold out of doors; and then they said farewell to Elrond and all his household."
CHAPTER_NUMBER,Chapter 7
CHAPTER_NAME,HOMEWARD BOUND
TEXT_CONTEXT,"At last the hobbits had their faces turned towards home. They were eager now to see the Shire again; but at first they rode only slowly, for Frodo had been ill at ease. When they came to the Ford of Bruinen, he had halted, and seemed loth to ride into the stream; and they noted that for a while his eyes appeared not to see them or things about him. All that day he was silent. It was the sixth of October."
TEXT_STORY,"By the end of the next day the pain and unease had passed, and Frodo was merry again, as merry as if he did not remember the blackness of the day before. After that the journey went well, and the days went quickly by; for they rode at leisure, and often they lingered in the fair woodlands where the leaves were red and yellow in the autumn sun. At length they came to Weathertop; and it was then drawing towards evening and the shadow of the hill lay dark on the road. Then Frodo begged them to hasten, and he would not look towards the hill, but rode through its shadow with head bowed and cloak drawn close about him. That night the weather changed, and a wind came from the West laden with rain, and it blew loud and chill, and the yellow leaves whirled like birds in the air. When they came to the Chetwood already the boughs were almost bare, and a great curtain of rain veiled Bree-hill from their sight."
TEXT_STORY,"At last they came to The Prancing Pony, and that at least looked outwardly unchanged; and there were lights behind the red curtains in the lower windows. They rang the bell, and Nob came to the door, and opened it a crack and peeped through; and when he saw them standing under the lamp he gave a cry of surprise."
TEXT_STORY,"The travellers stayed in Bree all the next day, and Mr. Butterbur could not complain of his business next evening at any rate. Curiosity overcame all fears, and his house was crowded. For a while out of politeness the hobbits visited the Common Room in the evening and answered a good many questions. Bree memories being retentive, Frodo was asked many times if he had written his book."
TEXT_STORY,"They wished him farewell and rode away, and passed through the West-gate and on towards the Shire. Bill the pony was with them, and as before he had a good deal of baggage, but he trotted along beside Sam and seemed well content."
TEXT_STORY,"In a little while they came to the point on the East Road where they had taken leave of Bombadil; and they hoped and half expected to see him standing there to greet them as they went by. But there was no sign of him; and there was a grey mist on the Barrow-downs southwards, and a deep veil over the Old Forest far away."
TEXT_STORY,"‘Well here we are, just the four of us that started out together,’ said Merry. ‘We have left all the rest behind, one after another. It seems almost like a dream that has slowly faded.’"
CHAPTER_NUMBER,Chapter 8
CHAPTER_NAME,THE SCOURING OF THE SHIRE
TEXT_CONTEXT,"It was after nightfall when, wet and tired, the travellers came at last to the Brandywine, and they found the way barred. At either end of the Bridge there was a great spiked gate; and on the further side of the river they could see that some new houses had been built: two-storeyed with narrow straight-sided windows, bare and dimly lit, all very gloomy and un-Shirelike."
TEXT_STORY,"The hobbits at the gate still seemed ill at ease, evidently some rule or other was being broken; but there was no gainsaying four such masterful travellers, all armed, and two of them uncommonly large and strong-looking. Frodo ordered the gates to be locked again. There was some sense at any rate in keeping a guard, while ruffians were still about. Then the four companions went into the hobbit guard-house and made themselves as comfortable as they could. It was a bare and ugly place, with a mean little grate that would not allow a good fire. In the upper rooms were little rows of hard beds, and on every wall there was a notice and a list of Rules. Pippin tore them down. There was no beer and very little food, but with what the travellers brought and shared out they all made a fair meal; and Pippin broke Rule 4 by putting most of next day’s allowance of wood on the fire."
TEXT_STORY,"The new ‘Chief evidently had means of getting news. It was a good forty miles from the Bridge to Bag End, but someone made the journey in a hurry. So Frodo and his friends soon discovered."
TEXT_STORY,"Sam had been looking the Shirriffs up and down and had spotted one that he knew. ‘Hey, come here Robin Smallburrow!’ he called. ‘I want a word with you.’"
TEXT_STORY,"The Shirriff-house at Frogmorton was as bad as the Bridge-house. It had only one storey, but it had the same narrow windows, and it was built of ugly pale bricks, badly laid. Inside it was damp and cheerless, and supper was served on a long bare table that had not been scrubbed for weeks. The food deserved no better setting. The travellers were glad to leave the place. It was about eighteen miles to Bywater, and they set off at ten o’clock in the morning. They would have started earlier, only the delay so plainly annoyed the Shirriff-leader. The west wind had shifted northward and it was turning colder, but the rain was gone."
TEXT_STORY,"The travellers trotted on, and as the sun began to sink towards the White Downs far away on the western horizon they came to Bywater by its wide pool; and there they had their first really painful shock. This was Frodo and Sam’s own country, and they found out now that they cared about it more than any other place in the world. Many of the houses that they had known were missing. Some seemed to have been burned down. The pleasant row of old hobbit-holes in the bank on the north side of the Pool were deserted, and their little gardens that used to run down bright to the water’s edge were rank with weeds. Worse, there was a whole line of the ugly new houses all along Pool Side, where the Hobbiton Road ran close to the bank. An avenue of trees had stood there. They were all gone. And looking with dismay up the road towards Bag End they saw a tall chimney of brick in the distance. It was pouring out black smoke into the evening air."
TEXT_STORY,"The ruffians had clubs in their hands and horns by their belts, but they had no other weapons, as far as could be seen. As the travellers rode up they left the wall and walked into the road, blocking the way."
TEXT_SPECIAL,"Awake! Awake! Fear, Fire, Foes! Awake!"
TEXT_SPECIAL,"Fire, Foes! Awake!"
TEXT_STORY,"When Sam got back he found the whole village roused. Already, apart from many younger lads, more than a hundred sturdy hobbits were assembled with axes, and heavy hammers, and long knives, and stout staves; and a few had hunting-bows. More were still coming in from outlying farms."
TEXT_STORY,"Sam went off. Merry arranged for look-outs round the village and guards at the barriers during the night. Then he and Frodo went off with Farmer Cotton. They sat with the family in the warm kitchen, and the Cottons asked a few polite questions about their travels, but hardly listened to the answers: they were far more concerned with events in the Shire."
TEXT_STORY,"Into the middle of this talk came Sam, bursting in with his gaffer. Old Gamgee did not look much older, but he was a little deafer."
TEXT_STORY,"Farmer Cotton’s household and all his guests were up early next morning. Nothing had been heard in the night, but more trouble would certainly come before the day was old. ‘Seems as if none o’ the ruffians were left up at Bag End,’ said Cotton; ‘but the gang from Waymeet will be along any time now.’"
TEXT_STORY,"The ruffians came tramping along the East Road, and without halting turned up the Bywater Road, which ran for some way sloping up between high banks with low hedges on top. Round a bend, about a furlong from the main road, they met a stout barrier of old farm-carts upturned. That halted them. At the same moment they became aware that the hedges on both sides, just above their heads, were all lined with hobbits. Behind them other hobbits now pushed out some more waggons that had been hidden in a field, and so blocked the way back. A voice spoke to them from above."
TEXT_STORY,"Frodo had been in the battle, but he had not drawn sword, and his chief part had been to prevent the hobbits in their wrath at their losses, from slaying those of their enemies who threw down their weapons. When the fighting was over, and the later labours were ordered, Merry, Pippin, and Sam joined him, and they rode back with the Cottons. They ate a late midday meal, and then Frodo said with a sigh: ‘Well, I suppose it is time now that we dealt with the ‘’Chief’’.’"
TEXT_STORY,"To the dismay of those that stood by, about the body of Saruman a grey mist gathered, and rising slowly to a great height like smoke from a fire, as a pale shrouded figure it loomed over the Hill. For a moment it wavered, looking to the West; but out of the West came a cold wind, and it bent away, and with a sigh dissolved into nothing."
TEXT_STORY,"‘And that’s the end of that,’ said Sam. ‘A nasty end, and I wish I needn’t have seen it; but it’s a good riddance.’"
CHAPTER_NUMBER,Chapter 9
CHAPTER_NAME,THE GREY HAVENS
TEXT_CONTEXT,"The clearing up certainly needed a lot of work, but it took less time than Sam had feared. The day after the battle Frodo rode to Michel Delving and released the prisoners from the Lockholes. One of the first that they found was poor Fredegar Bolger, Fatty no longer. He had been taken when the ruffians smoked out a band of rebels that he led from their hidings up in the Brockenbores by the hills of Scary."
TEXT_STORY,"The trees were the worst loss and damage, for at Sharkey’s bidding they had been cut down recklessly far and wide over the Shire; and Sam grieved over this more than anything else. For one thing, this hurt would take long to heal, and only his great-grandchildren, he thought, would see the Shire as it ought to be."
TEXT_STORY,"Spring surpassed his wildest hopes. His trees began to sprout and grow, as if time was in a hurry and wished to make one year do for twenty. In the Party Field a beautiful young sapling leaped up: it had silver bark and long leaves and burst into golden flowers in April. It was indeed a mallorn, and it was the wonder of the neighbourhood. In after years, as it grew in grace and beauty, it was known far and wide and people would come long journeys to see it: the only mallorn west of the Mountains and east of the Sea, and one of the finest in the world."
TEXT_STORY,Sam stayed at first at the Cottons’ with Frodo; but when the New Row was ready he went with the Gaffer. In addition to all his other labours he was busy directing the cleaning up and restoring of Bag End; but he was often away in the Shire on his forestry work. So he was not at home in early March and did not know that Frodo had been ill. On the thirteenth of that month Farmer Cotton found Frodo lying on his bed; he was clutching a white gem that hung on a chain about his neck and he seemed half in a dream.
TEXT_STORY,"And so it was settled. Sam Gamgee married Rose Cotton in the spring of 1420 (which was also famous for its weddings), and they came and lived at Bag End. And if Sam thought himself lucky, Frodo knew that he was more lucky himself; for there was not a hobbit in the Shire that was looked after with such care. When the labours of repair had all been planned and set going he took to a quiet life, writing a great deal and going through all his notes. He resigned the office of Deputy Mayor at the Free Fair that Midsummer, and dear old Will Whitfoot had another seven years of presiding at Banquets."
TEXT_STORY,"Time went on, and 1421 came in. Frodo was ill again in March, but with a great effort he concealed it, for Sam had other things to think about. The first of Sam and Rosie’s children was born on the twenty-fifth of March, a date that Sam noted."
TEXT_STORY,"Little Elanor was nearly six months old, and 1421 had passed to its autumn, when Frodo called Sam into the study."
TEXT_STORY,"In the next day or two Frodo went through his papers and his writings with Sam, and he handed over his keys. There was a big book with plain red leather covers; its tall pages were now almost filled. At the beginning there were many leaves covered with Bilbo’s thin wandering hand; but most of it was written in Frodo’s firm flowing script. It was divided into chapters but Chapter 80 was unfinished, and after that were some blank leaves. The title page had many titles on it, crossed out one after another, so:"
TEXT_STORY,Here Bilbo’s hand ended and Frodo had written:
TEXT_SPECIAL,THE DOWNFALL
TEXT_SPECIAL,OF THE
TEXT_SPECIAL,LORD OF THE RINGS
TEXT_SPECIAL,AND THE
TEXT_SPECIAL,RETURN OF THE KING
TEXT_SPECIAL,"(as seen by the Little People; being the memoirs of Bilbo and Frodo of the Shire, supplemented by the accounts of their friends and the learning of the Wise.)"
TEXT_SPECIAL,Together with extracts from Books of Lore translated by Bilbo in Rivendell.
TEXT_STORY,"‘Why, you have nearly finished it, Mr. Frodo!’ Sam exclaimed. ‘Well, you have kept at it, I must say.’"
TEXT_STORY,"On September the twenty-first they set out together, Frodo on the pony that had borne him all the way from Minas Tirith, and was now called Strider; and Sam on his beloved Bill. It was a fair golden morning, and Sam did not ask where they were going: he thought he could guess."
TEXT_STORY,"It was evening, and the stars were glimmering in the eastern sky as they passed the ruined oak and turned and went on down the hill between the hazel-thickets. Sam was silent, deep in his memories. Presently he became aware that Frodo was singing softly to himself, singing the old walking-song, but the words were not quite the same."
TEXT_POEM,Still round the corner there may wait
TEXT_POEM,A new road or a secret gate;
TEXT_POEM,"And though I oft have passed them by,"
TEXT_POEM,A day will come at last when I
TEXT_POEM,Shall take the hidden paths that run
TEXT_POEM,"West of the Moon, East of the Sun."
TEXT_CONTEXT,"And as if in answer, from down below, coming up the road out of the valley, voices sang:"
TEXT_POEM,A! Elbereth Gilthoniel!
TEXT_POEM,silivren penna míriel
TEXT_POEM,"o menel aglar elenath,"
TEXT_POEM,"Gilthoniel, A! Elbereth!"
TEXT_POEM,"We still remember, we who dwell"
TEXT_POEM,In this far land beneath the trees
TEXT_POEM,The starlight on the Western Seas.
TEXT_STORY,"Frodo and Sam halted and sat silent in the soft shadows, until they saw a shimmer as the travellers came towards them."
TEXT_STORY,"Then Elrond and Galadriel rode on; for the Third Age was over, and the Days of the Rings were passed, and an end was come of the story and song of those times. With them went many Elves of the High Kindred who would no longer stay in Middle-earth; and among them, filled with a sadness that was yet blessed and without bitterness, rode Sam, and Frodo, and Bilbo, and the Elves delighted to honour them."
TEXT_STORY,"At last the three companions turned away, and never again looking back they rode slowly homewards; and they spoke no word to one another until they came back to the Shire, but each had great comfort in his friends on the long grey road."
PART,EXTRA
BOOK,
CHAPTER_NUMBER,APPENDIX A
CHAPTER_NAME,ANNALS OF THE KINGS AND RULERS
TEXT_EXTRA,"Concerning the sources for most of the matter contained in the following Appendices, especially A to D, see the note at the end of the Prologue. The section A III, Durin’s Folk, was probably derived from Gimli the Dwarf, who maintained his friendship with Peregrin and Meriadoc and met them again many times in Gondor and Rohan."
TEXT_EXTRA,"The legends, histories, and lore to be found in the sources are very extensive. Only selections from them, in most places much abridged, are here presented. Their principal purpose is to illustrate the War of the Ring and its origins, and to fill up some of the gaps in the main story. The ancient legends of the First Age, in which Bilbo’s chief interest lay, are very briefly referred to, since they concern the ancestry of Elrond and the Númenórean kings and chieftains. Actual extracts from longer annals and tales are placed within quotation marks. Insertions of later date are enclosed in brackets. Notes within quotation marks are found in the sources. Others are editorial. 1"
TEXT_EXTRA,"The dates given are those of the Third Age, unless they are marked S.A. (Second Age) or F.A. (Fourth Age). The Third Age was held to have ended when the Three Rings passed away in September 3021, but for the purposes of records in Gondor F.A.I began on March 25, 3021. On the equation of the dating of Gondor and Shire Reckoning see Vol. I p. 4 and III p. 1112. In lists the dates following the names of kings and rulers are the dates of their deaths, if only one date is given. The sign † indicates a premature death, in battle or otherwise, though an annal of the event is not always included."
UNKNOWN(app),I THE NÚMENÓREAN KINGS
TEXT_EXTRA,"Fëanor was the greatest of the Eldar in arts and lore, but also the proudest and most selfwilled. He wrought the Three Jewels, the Silmarilli, and filled them with the radiance of the Two Trees, Telperion and Laurelin, 2 that gave light to the land of the Valar. The Jewels were coveted by Morgoth the Enemy, who stole them and, after destroying the Trees, took them to Middle- earth, and guarded them in his great fortress of Thangorodrim. 1 Against the will of the Valar Fëanor forsook the Blessed Realm and went in exile to Middle-earth, leading with him a great part of his people; for in his pride he purposed to recover the Jewels from Morgoth by force. Thereafter followed the hopeless war of the Eldar and the Edain against Thangorodrim, in which they were at last utterly defeated. The Edain (Atani) were three peoples of Men who, coming first to the West of Middle-earth and the shores of the Great Sea, became allies of the Eldar against the Enemy."
TEXT_EXTRA,There were three unions of the Eldar and the Edain: Lúthien and Beren; Idril and Tuor; Arwen and Aragorn. By the last the long-sundered branches of the Half-elven were reunited and their line was restored.
TEXT_EXTRA,"Luthien Tinúviel was the daughter of King Thingol Grey-cloak of Doriath in the First Age, but her mother was Melian of the people of the Valar. Beren was the son of Barahir of the First House of the Edain. Together they wrested a silmaril from the Iron Crown of Morgoth. 2 Lúthien became mortal and was lost to Elven-kind. Dior was her son. Elwing was his daughter and had in her keeping the silmaril."
TEXT_EXTRA,"Idril Celebrindal was the daughter of Turgon, king of the hidden city of Gondolin. 3 Tuor was the son of Huor of the House of Hador, the Third House of the Edain and the most renowned in the wars with Morgoth. Eärendil the Mariner was their son."
TEXT_EXTRA,"Eärendil wedded Elwing, and with the power of the silmaril passed the Shadows 4 and came to the Uttermost West, and speaking as ambassador of both Elves and Men obtained the help by which Morgoth was overthrown. Eärendil was not permitted to return to mortal lands, and his ship bearing the silmaril was set to sail in the heavens as a star, and a sign of hope to the dwellers in Middle-earth oppressed by the Great Enemy or his servants. 5 The silmarilli alone preserved the ancient light of the Two Trees of Valinor before Morgoth poisoned them; but the other two were lost at the end of the First Age. Of these things the full tale, and much else concerning Elves and Men, is told in The Silmarillion."
TEXT_EXTRA,"The sons of Eärendil were Elros and Elrond, the Peredhil or Half-elven. In them alone the line of the heroic chieftains of the Edain in the First Age was preserved; and after the fall of Gil-galad 6 the lineage of the High-elven Kings was also in Middle-earth only represented by their descendants."
TEXT_EXTRA,"At the end of the First Age the Valar gave to the Half-elven an irrevocable choice to which kindred they would belong. Elrond chose to be of Elven-kind, and became a master of wisdom. To him therefore was granted the same grace as to those of the High Elves that still lingered in Middle-earth: that when weary at last of the mortal lands they could take ship from the Grey Havens and pass into the Uttermost West; and this grace continued after the change of the world. But to the children of Elrond a choice was also appointed: to pass with him from the circles of the world; or if they remained to become mortal and die in Middle-earth. For Elrond, therefore, all chances of the War of the Ring were fraught with sorrow. 1"
TEXT_EXTRA,Elros chose to be of Man-kind and remain with the Edain; but a great life-span was granted to him many times that of lesser men.
TEXT_EXTRA,"As a reward for their sufferings in the cause against Morgoth, the Valar, the Guardians of the World, granted to the Edain a land to dwell in, removed from the dangers of Middle-earth. Most of them, therefore, set sail over Sea, and guided by the Star of Eärendil came to the great Isle of Elenna, westernmost of all Mortal lands. There they founded the realm of Númenór."
TEXT_EXTRA,"There was a tall mountain in the midst of the land, the Meneltarma, and from its summit the farsighted could descry the white tower of the Haven of the Eldar in Eressëa. Thence the Eldar came to the Edain and enriched them with knowledge and many gifts; but one command had been laid upon the Númenóreans, the ‘Ban of the Valar’: they were forbidden to sail west out of sight of their own shores or to attempt to set foot on the Undying Lands. For though a long span of life had been granted to them, in the beginning thrice that of lesser Men, they must remain mortal, since the Valar were not permitted to take from them the Gift of Men (or the Doom of Men, as it was afterwards called)."
TEXT_EXTRA,"Elros was the first King of Númenor, and was afterwards known by the High-elven name Tar-Minyatur. His descendants were long-lived but mortal. Later when they became powerful they begrudged the choice of their forefather, desiring the immortality within the life of the world that was the fate of the Eldar, and murmuring against the Ban. In this way began their rebellion which, under the evil teaching of Sauron, brought about the Downfall of Númenor and the ruin of the ancient world, as is told in the Akallabâth."
TEXT_EXTRA,"These are the names of the Kings and Queens of Númenor: Elros Tar-Minyatur, Vardamir, Tar-Amandil, Tar-Elendil, Tar-Meneldur, Tar-Aldarion, Tar-Ancalimë (the first Ruling Queen), Tar-Anárion, Tar-Súrion, Tar-Telperiën (the second Queen), Tar-Minastir, Tar-Ciryatan, Tar-Atanamir the Great, Tar-Ancalimon, Tar-Telemmaitë, Tar-Vanimeldë (the third Queen), Tar-Alcarin, Tar-Calmacil, Tar-Ardamin."
TEXT_EXTRA,"After Ardamin the Kings took the sceptre in names of the Númenórean (or Adunaic) tongue: Ar-Adûnakhôr, Ar-Zimrathôn, Ar-Sakalthôr, Ar-Gimilzôr, Ar-Inziladûn. Inziladûn repented of the ways of the Kings and changed his name to Tar-Palantir ‘The Farsighted’. His daughter should have been the fourth Queen, Tar-Míriel, but the King’s nephew usurped the sceptre and became Ar-Pharazôn the Golden, last King of the Númenóreans."
TEXT_EXTRA,"In the days of Tar-Elendil the first ships of the Númenóreans came back to Middle-earth. His elder child was a daughter, Silmariën. Her son was Valandil, first of the Lords of Andúnië in the west of the land, renowned for their friendship with the Eldar. From him were descended Amandil, the last lord, and his son Elendil the Tall."
TEXT_EXTRA,"The sixth King left only one child, a daughter. She became the first Queen; for it was then made a law of the royal house that the eldest child of the King, whether man or woman, should receive the sceptre."
TEXT_EXTRA,"The realm of Númenor endured to the end of the Second Age and increased ever in power and splendour; and until half the Age had passed the Númenóreans grew also in wisdom and joy. The first sign of the shadow that was to fall upon them appeared in the days of Tar-Minastir, eleventh King. He it was that sent a great force to the aid of Gil-galad. He loved the Eldar but envied them. The Númenóreans had now become great mariners, exploring all the seas eastward, and they began to yearn for the West and the forbidden waters; and the more joyful was their life, the more they began to long for the immortality of the Eldar."
TEXT_EXTRA,"Moreover, after Minastir the Kings became greedy of wealth and power. At first the Númenóreans had come to Middle-earth as teachers and friends of lesser Men afflicted by Sauron; but now their havens became fortresses, holding wide coastlands in subjection. Atanamir and his successors levied heavy tribute, and the ships of the Númenóreans returned laden with spoil."
TEXT_EXTRA,"It was Tar-Atanamir who first spoke openly against the Ban and declared that the life of the Eldar was his by right. Thus the shadow deepened, and the thought of death darkened the hearts of the people. Then the Númenóreans became divided: on the one hand were the Kings and those who followed them, and were estranged from the Eldar and the Valar; on the other were the few who called themselves the Faithful. They lived mostly in the west of the land."
TEXT_EXTRA,"The Kings and their followers little by little abandoned the use of the Eldarin tongues; and at last the twentieth King took his royal name, in Númenórean form, calling himself Ar-Adûnakhôr, ‘Lord of the West’. This seemed ill-omened to the Faithful, for hitherto they had given that title only to one of the Valar, or to the Elder King himself. 1 And indeed Ar-Adûnakhôr began to persecute the Faithful and punished those who used the Elven-tongues openly; and the Eldar came no more to Númenor."
TEXT_EXTRA,"The power and wealth of the Númenóreans nonetheless continued to increase; but their years lessened as their fear of death grew, and their joy departed. Tar-Palantir attempted to amend the evil; but it was too late, and there was rebellion and strife in Númenor. When he died, his nephew, leader of the rebellion, seized the sceptre, and became King Ar-Pharazôn. Ar-Pharazôn the Golden was the proudest and most powerful of all the Kings, and no less than the kingship of the world was his desire."
TEXT_EXTRA,"He resolved to challenge Sauron the Great for the supremacy in Middle-earth, and at length he himself set sail with a great navy, and he landed at Umbar. So great was the might and splendour of the Númenóreans that Sauron’s own servants deserted him; and Sauron humbled himself, doing homage, and craving pardon. Then Ar-Pharazôn in the folly of his pride carried him back as a prisoner to Númenor. It was not long before he had bewitched the King and was master of his counsel; and soon he had turned the hearts of all the Númenóreans, except the remnant of the Faithful, back towards the darkness."
TEXT_EXTRA,"And Sauron lied to the King, declaring that everlasting life would be his who possessed the Undying Lands, and that the Ban was imposed only to prevent the Kings of Men from surpassing the Valar. ‘But great Kings take what is their right,’ he said."
TEXT_EXTRA,"At length Ar-Pharazôn listened to this counsel, for he felt the waning of his days and was besotted by the fear of Death. He prepared then the greatest armament that the world had seen, and when all was ready he sounded his trumpets and set sail; and he broke the Ban of the Valar, going up with war to wrest everlasting life from the Lords of the West. But when Ar-Pharazôn set foot upon the shores of Aman the Blessed, the Valar laid down their Guardianship and called upon the One, and the world was changed. Númenor was thrown down and swallowed in the Sea, and the Undying Lands were removed for ever from the circles of the world. So ended the glory of Númenor."
TEXT_EXTRA,"The last leaders of the Faithful, Elendil and his sons, escaped from the Downfall with nine ships, bearing a seedling of Nimloth, and the Seven Seeing-stones (gifts of the Eldar to their House); 1 and they were borne on the wind of a great storm and cast upon the shores of Middle-earth. There they established in the North-west the Númenorean realms in exile, Arnor and Gondor. 2 Elendil was the High King and dwelt in the North at Annúminas; and the rule in the South was committed to his sons, Isildur and Anárion. They founded there Osgiliath, between Minas Ithil and Minas Anor, 3 not far from the confines of Mordor. For this good at least they believed had come out of ruin, that Sauron also had perished."
TEXT_EXTRA,"But it was not so. Sauron was indeed caught in the wreck of Númenor, so that the bodily form in which he long had walked perished; but he fled back to Middle-earth, a spirit of hatred borne upon a dark wind. He was unable ever again to assume a form that seemed fair to men, but became black and hideous, and his power thereafter was through terror alone. He re-entered Mordor, and hid there for a time in silence. But his anger was great when he learned that Elendil, whom he most hated, had escaped him, and was now ordering a realm upon his borders."
TEXT_EXTRA,"Therefore, after a time he made war upon the Exiles, before they should take root. Orodruin burst once more into flame, and was named anew in Gondor Amon Amarth, Mount Doom. But Sauron struck too soon, before his own power was rebuilt, whereas the power of Gil-galad had increased in his absence; and in the Last Alliance that was made against him Sauron was overthrown and the One Ring was taken from him. 4 So ended the Second Age."
TEXT_EXTRA_TIMELINE,"Arnor. Elendil †S.A. 3441, Isildur † 2, Valandil 249, 1 Eldacar 339, Arantar 435, Tarcil 515, Tarondor 602, Valandur † 652, Elendur 777, Eärendur 861."
TEXT_EXTRA_TIMELINE,"Arthedain. Amlaith of Fornost 2 (eldest son of Eärendur) 946, Beleg 1029, Mallor 1110, Celepharn 1191, Celebrindor 1272, Malvegil 1349, 3 Argeleb I †i356, Arveleg I 1409, Araphor 1589, Argeleb II 1670, Arvegil 1743, Arveleg II 1813, Araval 1891, Araphant 1964, Arvedui Last-king †1975. End of the North-kingdom."
TEXT_EXTRA_TIMELINE,"Chieftains. Aranarth (elder son of Arvedui) 2106, Arahael 2177, Aranuir 2247, Aravir 2319, Aragorn I †2327, Araglas 2455, Arahad I 2523, Aragost 2588, Aravorn 2654, Arahad II 2719, Arassuil 2784, Arathorn I †2848, Argonui 2912, Arador †2930, Arathorn II †2933, Aragorn II FA. 120."
TEXT_EXTRA,The Southern Line Heirs of Anárion
TEXT_EXTRA_TIMELINE,"Kings of Gondor. Elendil, (Isildur and) Anárion †SA. 3440, Meneldil son of Anárion 158, Cemendur 238, Eärendil 324, Anardil 411, Ostoher 492, Rómendacil I (Tarostar) †541, Turambar 667, Atanatar I 748, Siriondil 830. Here followed the four ‘Ship-kings’:"
TEXT_EXTRA,"Tarannon Falastur 913. He was the first childless king, and was succeeded by the son of his brother Tarciryan. Eärnil I†936, Ciryandil †1015, Hyarmendacil I (Ciryaher) 1149. Gondor now reached the height of its power."
TEXT_EXTRA,"Atanatar II Alcarin ‘the Glorious’ 1226, Narmacil I 1294. He was the second childless king and was succeeded by his younger brother. Calmacil 1304, Minalcar (regent 1240-1304), crowned as Rómendacil II1304, died 1366, Valacar 1432. In his time the first disaster of Gondor began, the Kin-strife."
TEXT_EXTRA,"Eldacar son of Valacar (at first called Vinitharya) deposed 1437. Castamir the Usurper †1447. Eldacar restored, died 1490."
TEXT_EXTRA,"Aldamir (second son of Eldacar) †1540, Hyarmendacil II (Vinyarion) 1621, Minardil †1634, Telemnar †1636. Telemnar and all his children perished in the plague; he was succeeded by his nephew, the son of Minastan, second son of Minardil. Tarondor 1798, Telumehtar Umbarda-cil 1850, Narmacil II †1856, Calimehtar 1936, Ondoher †1944. Ondoher and his two sons were slain in battle. After a year in 1945 the crown was given to the victorious general Eärnil, a descendant of Telumehtar Umbardacil. Eärnil II 2043, Eärnur †2050. Here the line of the Kings came to an end, until it was restored by Elessar Telcontar in 3019. The realm was then ruled by the Stewards."
TEXT_EXTRA_TIMELINE,"Stewards of Gondor. The House of Húrin: Pelendur 1998. He ruled for a year after the fall of Ondoher, and advised Gondor to reject Arvedui’s claim to the crown. Vorondil the Hunter 2029. 1 Mardil Voronwë ‘the Steadfast’, the first of the Ruling Stewards. His successors ceased to use High-elven names."
TEXT_EXTRA_TIMELINE,"Ruling Stewards. Mardil 2080, Eradan 2116, Herion 2148, Belegorn 2204, Húrin I 2244, Turin I 2278, Hador 2395, Barahir 2412, Dior 2435, Denethor I 2477, Boromir 2489, Cirion 2567. In his time the Rohirrim came to Calenardhon."
